time,action,target_price,target_volume,trade_price,trade_volume,status,flag
2018-09-20 03:00:00,buy,2.3,33.6,-1.0,0.0,未成交,2
2018-09-21 03:00:00,buy,2.3,23.1,-1.0,0.0,未成交,2
2018-09-22 03:00:00,buy,2.3,16.3,-1.0,0.0,未成交,2
2018-09-23 03:00:00,buy,2.3,26.2,-1.0,0.0,未成交,2
2018-09-24 03:00:00,buy,2.3,16.3,-1.0,0.0,未成交,2
2018-09-25 03:00:00,buy,2.3,37.0,-1.0,0.0,未成交,2
2018-09-26 03:00:00,buy,2.3,33.3,-1.0,0.0,未成交,2
2018-09-27 03:00:00,buy,2.3,37.9,-1.0,0.0,未成交,2
2018-09-28 03:00:00,buy,2.3,45.9,-1.0,0.0,未成交,2
2018-09-29 03:00:00,buy,2.3,32.2,-1.0,0.0,未成交,2
2018-09-30 03:00:00,buy,2.3,31.1,-1.0,0.0,未成交,2
2018-09-01 03:00:00,buy,2.3,35.1,-1.0,0.0,未成交,3
2018-09-02 03:00:00,buy,2.3,42.3,-1.0,0.0,未成交,3
2018-09-03 03:00:00,buy,2.3,24.3,-1.0,0.0,未成交,3
2018-09-04 03:00:00,buy,2.3,17.5,-1.0,0.0,未成交,3
2018-09-05 03:00:00,buy,2.3,24.5,-1.0,0.0,未成交,3
2018-09-06 03:00:00,buy,2.3,27.3,-1.0,0.0,未成交,3
2018-09-07 03:00:00,buy,2.3,18.1,-1.0,0.0,未成交,3
2018-09-08 03:00:00,buy,2.3,19.8,-1.0,0.0,未成交,3
2018-09-09 03:00:00,buy,2.3,27.5,-1.0,0.0,未成交,3
2018-09-10 03:00:00,buy,2.3,11.3,-1.0,0.0,未成交,3
2018-09-11 03:00:00,buy,2.3,28.9,-1.0,0.0,未成交,3
2018-09-12 03:00:00,buy,2.3,18.8,-1.0,0.0,未成交,3
2018-09-13 03:00:00,buy,2.3,37.5,-1.0,0.0,未成交,3
2018-09-14 03:00:00,buy,2.3,37.2,-1.0,0.0,未成交,3
2018-09-15 03:00:00,buy,2.3,37.0,-1.0,0.0,未成交,3
2018-09-16 03:00:00,buy,2.3,15.3,-1.0,0.0,未成交,3
2018-09-17 03:00:00,buy,2.3,21.3,-1.0,0.0,未成交,3
2018-09-18 03:00:00,buy,2.3,22.8,-1.0,0.0,未成交,3
2018-09-19 03:00:00,buy,2.3,23.6,-1.0,0.0,未成交,3
2018-09-20 03:00:00,buy,2.3,11.2,-1.0,0.0,未成交,3
2018-09-21 03:00:00,buy,2.3,16.6,-1.0,0.0,未成交,3
2018-09-22 03:00:00,buy,2.3,11.6,-1.0,0.0,未成交,3
2018-09-23 03:00:00,buy,2.3,18.4,-1.0,0.0,未成交,3
2018-09-24 03:00:00,buy,2.3,22.8,2.3,4.1,部分成交,3
2018-09-25 03:00:00,buy,2.3,35.8,-1.0,0.0,未成交,3
2018-09-26 03:00:00,buy,2.3,26.4,-1.0,0.0,未成交,3
2018-09-27 03:00:00,buy,2.3,39.1,-1.0,0.0,未成交,3
2018-09-28 03:00:00,buy,2.3,25.8,-1.0,0.0,未成交,3
2018-09-29 03:00:00,buy,2.3,27.9,-1.0,0.0,未成交,3
2018-09-30 03:00:00,buy,2.3,23.3,-1.0,0.0,未成交,3
2018-09-01 03:00:00,buy,2.3,47.0,-1.0,0.0,未成交,4
2018-09-02 03:00:00,buy,2.3,51.6,-1.0,0.0,未成交,4
2018-09-03 03:00:00,buy,2.3,34.8,-1.0,0.0,未成交,4
2018-09-04 03:00:00,buy,2.3,26.5,-1.0,0.0,未成交,4
2018-09-05 03:00:00,buy,2.3,33.4,-1.0,0.0,未成交,4
2018-09-06 03:00:00,buy,2.3,35.7,-1.0,0.0,未成交,4
2018-09-07 03:00:00,buy,2.3,26.1,-1.0,0.0,未成交,4
2018-09-08 03:00:00,buy,2.3,29.4,-1.0,0.0,未成交,4
2018-09-09 03:00:00,buy,2.3,32.2,-1.0,0.0,未成交,4
2018-09-10 03:00:00,buy,2.3,11.9,-1.0,0.0,未成交,4
2018-09-11 03:00:00,buy,2.3,29.5,-1.0,0.0,未成交,4
2018-09-12 03:00:00,buy,2.3,29.7,-1.0,0.0,未成交,4
2018-09-13 03:00:00,buy,2.3,47.8,-1.0,0.0,未成交,4
2018-09-14 03:00:00,buy,2.3,44.3,-1.0,0.0,未成交,4
2018-09-15 03:00:00,buy,2.3,38.7,-1.0,0.0,未成交,4
2018-09-16 03:00:00,buy,2.3,18.8,-1.0,0.0,未成交,4
2018-09-17 03:00:00,buy,2.3,36.5,-1.0,0.0,未成交,4
2018-09-18 03:00:00,buy,2.3,33.2,-1.0,0.0,未成交,4
2018-09-19 03:00:00,buy,2.3,31.8,-1.0,0.0,未成交,4
2018-09-20 03:00:00,buy,2.3,20.8,-1.0,0.0,未成交,4
2018-09-21 03:00:00,buy,2.3,19.2,-1.0,0.0,未成交,4
2018-09-22 03:00:00,buy,2.3,16.9,-1.0,0.0,未成交,4
2018-09-23 03:00:00,buy,2.3,20.9,-1.0,0.0,未成交,4
2018-09-24 03:00:00,buy,2.3,27.0,-1.0,0.0,未成交,4
2018-09-25 03:00:00,buy,2.3,36.2,-1.0,0.0,未成交,4
2018-09-26 03:00:00,buy,2.3,39.5,-1.0,0.0,未成交,4
2018-09-27 03:00:00,buy,2.3,42.1,-1.0,0.0,未成交,4
2018-09-28 03:00:00,buy,2.3,30.7,-1.0,0.0,未成交,4
2018-09-29 03:00:00,buy,2.3,40.2,-1.0,0.0,未成交,4
2018-09-30 03:00:00,buy,2.3,29.9,-1.0,0.0,未成交,4
2018-09-01 03:00:00,buy,2.3,26.4,-1.0,0.0,未成交,5
2018-09-02 03:00:00,buy,2.3,27.1,-1.0,0.0,未成交,5
2018-09-03 03:00:00,buy,2.3,42.3,-1.0,0.0,未成交,5
2018-09-04 03:00:00,buy,2.3,11.3,-1.0,0.0,未成交,5
2018-09-05 03:00:00,buy,2.3,18.6,-1.0,0.0,未成交,5
2018-09-06 03:00:00,buy,2.3,17.9,-1.0,0.0,未成交,5
2018-09-07 03:00:00,buy,2.3,19.3,-1.0,0.0,未成交,5
2018-09-08 03:00:00,buy,2.3,30.4,-1.0,0.0,未成交,5
2018-09-09 03:00:00,buy,2.3,24.7,-1.0,0.0,未成交,5
2018-09-10 03:00:00,buy,2.3,28.8,-1.0,0.0,未成交,5
2018-09-11 03:00:00,buy,2.3,15.4,-1.0,0.0,未成交,5
2018-09-12 03:00:00,buy,2.3,8.2,-1.0,0.0,未成交,5
2018-09-13 03:00:00,buy,2.3,-1.9,-1.0,0.0,未成交,5
2018-09-14 03:00:00,buy,2.3,12.2,-1.0,0.0,未成交,5
2018-09-15 03:00:00,buy,2.3,22.7,-1.0,0.0,未成交,5
2018-09-16 03:00:00,buy,2.3,34.9,-1.0,0.0,未成交,5
2018-09-17 03:00:00,buy,2.3,6.4,-1.0,0.0,未成交,5
2018-09-18 03:00:00,buy,2.3,33.9,-1.0,0.0,未成交,5
2018-09-19 03:00:00,buy,2.3,31.5,-1.0,0.0,未成交,5
2018-09-20 03:00:00,buy,2.3,35.3,-1.0,0.0,未成交,5
2018-09-21 03:00:00,buy,2.3,41.7,-1.0,0.0,未成交,5
2018-09-22 03:00:00,buy,2.3,34.0,-1.0,0.0,未成交,5
2018-09-23 03:00:00,buy,2.3,16.8,-1.0,0.0,未成交,5
2018-09-24 03:00:00,buy,2.3,26.1,-1.0,0.0,未成交,5
2018-09-25 03:00:00,buy,2.3,23.2,-1.0,0.0,未成交,5
2018-09-26 03:00:00,buy,2.3,11.0,-1.0,0.0,未成交,5
2018-09-27 03:00:00,buy,2.3,25.5,-1.0,0.0,未成交,5
2018-09-28 03:00:00,buy,2.3,45.5,-1.0,0.0,未成交,5
2018-09-29 03:00:00,buy,2.3,40.0,-1.0,0.0,未成交,5
2018-09-30 03:00:00,buy,2.3,53.8,-1.0,0.0,未成交,5
2018-09-01 03:00:00,buy,2.3,21.6,-1.0,0.0,未成交,6
2018-09-02 03:00:00,buy,2.3,44.5,-1.0,0.0,未成交,6
2018-09-03 03:00:00,buy,2.3,28.7,-1.0,0.0,未成交,6
2018-09-04 03:00:00,buy,2.3,30.6,-1.0,0.0,未成交,6
2018-09-05 03:00:00,buy,2.3,35.7,-1.0,0.0,未成交,6
2018-09-06 03:00:00,buy,2.3,44.5,-1.0,0.0,未成交,6
2018-09-07 03:00:00,buy,2.3,30.1,-1.0,0.0,未成交,6
2018-09-08 03:00:00,buy,2.3,30.9,-1.0,0.0,未成交,6
2018-09-09 03:00:00,buy,2.3,43.4,-1.0,0.0,未成交,6
2018-09-10 03:00:00,buy,2.3,28.1,-1.0,0.0,未成交,6
2018-09-11 03:00:00,buy,2.3,18.8,-1.0,0.0,未成交,6
2018-09-12 03:00:00,buy,2.3,25.8,-1.0,0.0,未成交,6
2018-09-13 03:00:00,buy,2.3,30.8,-1.0,0.0,未成交,6
2018-09-14 03:00:00,buy,2.3,40.8,-1.0,0.0,未成交,6
2018-09-15 03:00:00,buy,2.3,46.3,-1.0,0.0,未成交,6
2018-09-16 03:00:00,buy,2.3,20.8,-1.0,0.0,未成交,6
2018-09-17 03:00:00,buy,2.3,16.3,-1.0,0.0,未成交,6
2018-09-18 03:00:00,buy,2.3,33.6,-1.0,0.0,未成交,6
2018-09-19 03:00:00,buy,2.3,45.6,-1.0,0.0,未成交,6
2018-09-20 03:00:00,buy,2.3,33.2,-1.0,0.0,未成交,6
2018-09-21 03:00:00,buy,2.3,8.3,-1.0,0.0,未成交,6
2018-09-22 03:00:00,buy,2.3,14.6,-1.0,0.0,未成交,6
2018-09-23 03:00:00,buy,2.3,21.1,-1.0,0.0,未成交,6
2018-09-24 03:00:00,buy,2.3,17.7,-1.0,0.0,未成交,6
2018-09-25 03:00:00,buy,2.3,15.1,-1.0,0.0,未成交,6
2018-09-26 03:00:00,buy,2.3,12.4,-1.0,0.0,未成交,6
2018-09-27 03:00:00,buy,2.3,18.9,-1.0,0.0,未成交,6
2018-09-28 03:00:00,buy,2.3,13.2,-1.0,0.0,未成交,6
2018-09-29 03:00:00,buy,2.3,13.5,-1.0,0.0,未成交,6
2018-09-30 03:00:00,buy,2.3,18.6,2.3,3.94,部分成交,6
2018-09-01 03:00:00,buy,2.3,45.2,-1.0,0.0,未成交,7
2018-09-02 03:00:00,buy,2.3,35.4,-1.0,0.0,未成交,7
2018-09-03 03:00:00,buy,2.3,51.3,-1.0,0.0,未成交,7
2018-09-04 03:00:00,buy,2.3,47.2,-1.0,0.0,未成交,7
2018-09-05 03:00:00,buy,2.3,18.2,-1.0,0.0,未成交,7
2018-09-06 03:00:00,buy,2.3,9.3,-1.0,0.0,未成交,7
2018-09-07 03:00:00,buy,2.3,16.8,-1.0,0.0,未成交,7
2018-09-08 03:00:00,buy,2.3,12.6,-1.0,0.0,未成交,7
2018-09-09 03:00:00,buy,2.3,25.5,-1.0,0.0,未成交,7
2018-09-10 03:00:00,buy,2.3,17.3,-1.0,0.0,未成交,7
2018-09-11 03:00:00,buy,2.3,13.4,-1.0,0.0,未成交,7
2018-09-12 03:00:00,buy,2.3,7.4,-1.0,0.0,未成交,7
2018-09-13 03:00:00,buy,2.3,25.1,-1.0,0.0,未成交,7
2018-09-14 03:00:00,buy,2.3,23.9,-1.0,0.0,未成交,7
2018-09-15 03:00:00,buy,2.3,53.0,-1.0,0.0,未成交,7
2018-09-16 03:00:00,buy,2.3,51.2,-1.0,0.0,未成交,7
2018-09-17 03:00:00,buy,2.3,31.0,-1.0,0.0,未成交,7
2018-09-18 03:00:00,buy,2.3,46.7,-1.0,0.0,未成交,7
2018-09-19 03:00:00,buy,2.3,45.0,-1.0,0.0,未成交,7
2018-09-20 03:00:00,buy,2.3,40.5,-1.0,0.0,未成交,7
2018-09-21 03:00:00,buy,2.3,30.8,-1.0,0.0,未成交,7
2018-09-22 03:00:00,buy,2.3,43.4,-1.0,0.0,未成交,7
2018-09-23 03:00:00,buy,2.3,38.1,-1.0,0.0,未成交,7
2018-09-24 03:00:00,buy,2.3,27.2,-1.0,0.0,未成交,7
2018-09-25 03:00:00,buy,2.3,33.7,-1.0,0.0,未成交,7
2018-09-26 03:00:00,buy,2.3,22.4,-1.0,0.0,未成交,7
2018-09-27 03:00:00,buy,2.3,26.8,-1.0,0.0,未成交,7
2018-09-28 03:00:00,buy,2.3,30.7,-1.0,0.0,未成交,7
2018-09-29 03:00:00,buy,2.3,25.5,-1.0,0.0,未成交,7
2018-09-30 03:00:00,buy,2.3,34.1,-1.0,0.0,未成交,7
2018-09-01 03:00:00,buy,2.3,15.6,-1.0,0.0,未成交,8
2018-09-02 03:00:00,buy,2.3,24.6,-1.0,0.0,未成交,8
2018-09-03 03:00:00,buy,2.3,18.4,-1.0,0.0,未成交,8
2018-09-04 03:00:00,buy,2.3,15.5,-1.0,0.0,未成交,8
2018-09-05 03:00:00,buy,2.3,18.4,-1.0,0.0,未成交,8
2018-09-06 03:00:00,buy,2.3,16.4,-1.0,0.0,未成交,8
2018-09-07 03:00:00,buy,2.3,14.3,-1.0,0.0,未成交,8
2018-09-08 03:00:00,buy,2.3,13.4,-1.0,0.0,未成交,8
2018-09-09 03:00:00,buy,2.3,26.3,-1.0,0.0,未成交,8
2018-09-10 03:00:00,buy,2.3,12.7,2.3,3.59,部分成交,8
2018-09-11 03:00:00,buy,2.3,4.7,-1.0,0.0,未成交,8
2018-09-12 03:00:00,buy,2.3,-0.9,-1.0,0.0,未成交,8
2018-09-13 03:00:00,buy,2.3,3.8,-1.0,0.0,未成交,8
2018-09-14 03:00:00,buy,2.3,10.5,-1.0,0.0,未成交,8
2018-09-15 03:00:00,buy,2.3,6.7,-1.0,0.0,未成交,8
2018-09-16 03:00:00,buy,2.3,1.9,-1.0,0.0,未成交,8
2018-09-17 03:00:00,buy,2.3,2.6,-1.0,0.0,未成交,8
2018-09-18 03:00:00,sell,2.0,0.9,2.5,0.9,完全成交,8
2018-09-19 03:00:00,buy,2.3,13.0,-1.0,0.0,未成交,8
2018-09-20 03:00:00,buy,2.3,14.5,-1.0,0.0,未成交,8
2018-09-21 03:00:00,buy,2.3,11.5,2.3,3.48,部分成交,8
2018-09-22 03:00:00,buy,2.3,15.4,-1.0,0.0,未成交,8
2018-09-23 03:00:00,buy,2.3,8.5,-1.0,0.0,未成交,8
2018-09-24 03:00:00,buy,2.3,8.8,-1.0,0.0,未成交,8
2018-09-25 03:00:00,buy,2.3,24.6,-1.0,0.0,未成交,8
2018-09-26 03:00:00,buy,2.3,31.5,-1.0,0.0,未成交,8
2018-09-27 03:00:00,buy,2.3,48.2,-1.0,0.0,未成交,8
2018-09-28 03:00:00,buy,2.3,19.7,-1.0,0.0,未成交,8
2018-09-29 03:00:00,buy,2.3,26.0,-1.0,0.0,未成交,8
2018-09-30 03:00:00,buy,2.3,-1.8,-1.0,0.0,未成交,8
2018-09-01 03:00:00,buy,2.3,13.3,-1.0,0.0,未成交,9
2018-09-02 03:00:00,buy,2.3,9.5,-1.0,0.0,未成交,9
2018-09-03 03:00:00,buy,2.3,18.6,-1.0,0.0,未成交,9
2018-09-04 03:00:00,buy,2.3,5.4,-1.0,0.0,未成交,9
2018-09-05 03:00:00,buy,2.3,22.4,-1.0,0.0,未成交,9
2018-09-06 03:00:00,buy,2.3,37.6,-1.0,0.0,未成交,9
2018-09-07 03:00:00,buy,2.3,34.2,-1.0,0.0,未成交,9
2018-09-08 03:00:00,buy,2.3,20.2,-1.0,0.0,未成交,9
2018-09-09 03:00:00,buy,2.3,30.6,-1.0,0.0,未成交,9
2018-09-10 03:00:00,buy,2.3,46.1,-1.0,0.0,未成交,9
2018-09-11 03:00:00,buy,2.3,26.4,-1.0,0.0,未成交,9
2018-09-12 03:00:00,buy,2.3,19.8,-1.0,0.0,未成交,9
2018-09-13 03:00:00,buy,2.3,21.5,-1.0,0.0,未成交,9
2018-09-14 03:00:00,buy,2.3,11.9,-1.0,0.0,未成交,9
2018-09-15 03:00:00,buy,2.3,14.3,-1.0,0.0,未成交,9
2018-09-16 03:00:00,buy,2.3,7.1,-1.0,0.0,未成交,9
2018-09-17 03:00:00,buy,2.3,6.2,-1.0,0.0,未成交,9
2018-09-18 03:00:00,buy,2.3,12.1,-1.0,0.0,未成交,9
2018-09-19 03:00:00,buy,2.3,20.8,-1.0,0.0,未成交,9
2018-09-20 03:00:00,buy,2.3,42.5,-1.0,0.0,未成交,9
2018-09-21 03:00:00,buy,2.3,38.6,-1.0,0.0,未成交,9
2018-09-22 03:00:00,buy,2.3,50.3,-1.0,0.0,未成交,9
2018-09-23 03:00:00,buy,2.3,31.6,-1.0,0.0,未成交,9
2018-09-24 03:00:00,buy,2.3,9.7,-1.0,0.0,未成交,9
2018-09-25 03:00:00,buy,2.3,17.6,-1.0,0.0,未成交,9
2018-09-26 03:00:00,buy,2.3,20.9,-1.0,0.0,未成交,9
2018-09-27 03:00:00,buy,2.3,24.6,-1.0,0.0,未成交,9
2018-09-28 03:00:00,buy,2.3,9.1,-1.0,0.0,未成交,9
2018-09-29 03:00:00,sell,2.0,0.0,-1.0,0.0,未成交,9
2018-09-30 03:00:00,buy,2.3,10.3,-1.0,0.0,未成交,9
2018-09-01 03:00:00,buy,2.3,56.8,-1.0,0.0,未成交,10
2018-09-02 03:00:00,buy,2.3,43.3,-1.0,0.0,未成交,10
2018-09-03 03:00:00,buy,2.3,53.4,2.3,4.57,部分成交,10
2018-09-04 03:00:00,buy,2.3,47.7,-1.0,0.0,未成交,10
2018-09-05 03:00:00,buy,2.3,25.1,-1.0,0.0,未成交,10
2018-09-06 03:00:00,buy,2.3,15.4,-1.0,0.0,未成交,10
2018-09-07 03:00:00,buy,2.3,26.7,-1.0,0.0,未成交,10
2018-09-08 03:00:00,buy,2.3,23.2,-1.0,0.0,未成交,10
2018-09-09 03:00:00,buy,2.3,30.4,-1.0,0.0,未成交,10
2018-09-10 03:00:00,buy,2.3,22.8,-1.0,0.0,未成交,10
2018-09-11 03:00:00,buy,2.3,17.7,-1.0,0.0,未成交,10
2018-09-12 03:00:00,buy,2.3,10.9,-1.0,0.0,未成交,10
2018-09-13 03:00:00,buy,2.3,28.6,-1.0,0.0,未成交,10
2018-09-14 03:00:00,buy,2.3,30.0,-1.0,0.0,未成交,10
2018-09-15 03:00:00,buy,2.3,52.8,-1.0,0.0,未成交,10
2018-09-16 03:00:00,buy,2.3,50.2,-1.0,0.0,未成交,10
2018-09-17 03:00:00,buy,2.3,45.2,-1.0,0.0,未成交,10
2018-09-18 03:00:00,buy,2.3,53.8,-1.0,0.0,未成交,10
2018-09-19 03:00:00,buy,2.3,48.1,-1.0,0.0,未成交,10
2018-09-20 03:00:00,buy,2.3,43.2,-1.0,0.0,未成交,10
2018-09-21 03:00:00,buy,2.3,34.3,-1.0,0.0,未成交,10
2018-09-22 03:00:00,buy,2.3,49.1,-1.0,0.0,未成交,10
2018-09-23 03:00:00,buy,2.3,32.1,-1.0,0.0,未成交,10
2018-09-24 03:00:00,buy,2.3,28.7,-1.0,0.0,未成交,10
2018-09-25 03:00:00,buy,2.3,33.1,-1.0,0.0,未成交,10
2018-09-26 03:00:00,buy,2.3,34.8,-1.0,0.0,未成交,10
2018-09-27 03:00:00,buy,2.3,30.0,-1.0,0.0,未成交,10
2018-09-28 03:00:00,buy,2.3,38.7,-1.0,0.0,未成交,10
2018-09-29 03:00:00,buy,2.3,36.2,-1.0,0.0,未成交,10
2018-09-30 03:00:00,buy,2.3,33.0,-1.0,0.0,未成交,10
2018-09-01 03:00:00,buy,2.3,27.2,-1.0,0.0,未成交,11
2018-09-02 03:00:00,buy,2.3,26.5,-1.0,0.0,未成交,11
2018-09-03 03:00:00,buy,2.3,43.2,2.3,4.39,部分成交,11
2018-09-04 03:00:00,buy,2.3,12.1,-1.0,0.0,未成交,11
2018-09-05 03:00:00,buy,2.3,19.7,-1.0,0.0,未成交,11
2018-09-06 03:00:00,buy,2.3,19.5,-1.0,0.0,未成交,11
2018-09-07 03:00:00,buy,2.3,21.5,-1.0,0.0,未成交,11
2018-09-08 03:00:00,buy,2.3,31.3,-1.0,0.0,未成交,11
2018-09-09 03:00:00,buy,2.3,27.3,-1.0,0.0,未成交,11
2018-09-10 03:00:00,buy,2.3,30.2,-1.0,0.0,未成交,11
2018-09-11 03:00:00,buy,2.3,17.6,-1.0,0.0,未成交,11
2018-09-12 03:00:00,buy,2.3,8.6,-1.0,0.0,未成交,11
2018-09-13 03:00:00,buy,2.3,-1.9,-1.0,0.0,未成交,11
2018-09-14 03:00:00,buy,2.3,12.7,-1.0,0.0,未成交,11
2018-09-15 03:00:00,buy,2.3,23.8,-1.0,0.0,未成交,11
2018-09-16 03:00:00,buy,2.3,35.5,-1.0,0.0,未成交,11
2018-09-17 03:00:00,buy,2.3,5.8,-1.0,0.0,未成交,11
2018-09-18 03:00:00,buy,2.3,35.4,-1.0,0.0,未成交,11
2018-09-19 03:00:00,buy,2.3,32.3,-1.0,0.0,未成交,11
2018-09-20 03:00:00,buy,2.3,35.5,-1.0,0.0,未成交,11
2018-09-21 03:00:00,buy,2.3,43.0,2.3,4.48,部分成交,11
2018-09-22 03:00:00,buy,2.3,34.7,-1.0,0.0,未成交,11
2018-09-23 03:00:00,buy,2.3,14.8,-1.0,0.0,未成交,11
2018-09-24 03:00:00,buy,2.3,26.9,2.3,4.22,部分成交,11
2018-09-25 03:00:00,buy,2.3,24.6,-1.0,0.0,未成交,11
2018-09-26 03:00:00,buy,2.3,10.9,-1.0,0.0,未成交,11
2018-09-27 03:00:00,buy,2.3,25.2,-1.0,0.0,未成交,11
